tradeid|currency|measure|amount|productid
87|KOR|CURVATURE|19282,61|626
78|CHF|DELTA|3146,01|101
86|GBP|DELTA|3869,73|166
32|CHF|DELTA|4478,92|140
17|USD|DELTA|5936,82|315
75|EUR|DELTA|11255,64|867
7|CAD|DELTA|14060,13|7
56|JPY|CURVATURE|-7881,55|489
17|EUR|DELTA|17136,00|524
72|USD|DELTA|-969,25|663
20|ZAR|DELTA|13785,73|233
27|KOR|DELTA|7432,29|76
41|CAD|DELTA|5048,74|353
30|USD|DELTA|1202,90|524
81|CHF|DELTA|18866,26|870
38|EUR|DELTA|4350,73|193
17|USD|DELTA|-6310,83|582
11|ZAR|DELTA|4960,77|409
68|JPY|DELTA|-9778,43|620
15|CAD|DELTA|10783,87|293
53|EUR|DELTA|-4510,67|444
97|KOR|DELTA|4552,94|191
29|EUR|DELTA|2599,77|480
96|CHF|DELTA|3915,16|337
80|KOR|DELTA|10574,74|219
66|CHF|DELTA|5091,95|14
66|KOR|CURVATURE|4182,33|603
65|KOR|CURVATURE|-6057,09|269
44|CAD|DELTA|-1210,61|49
57|USD|CURVATURE|7029,09|584
23|CAD|DELTA|14783,09|911
54|EUR|DELTA|-8847,67|350
71|ZAR|DELTA|-7720,21|99
54|USD|CURVATURE|1392,44|575
99|ZAR|CURVATURE|-3284,33|754
3|USD|DELTA|-2832,70|466
45|JPY|DELTA|18899,12|228
25|KOR|DELTA|16691,03|726
77|EUR|DELTA|8448,41|531
48|EUR|DELTA|-5614,40|56
91|JPY|DELTA|3830,94|828
43|GBP|DELTA|11386,33|165
24|JPY|DELTA|6898,88|785
61|CAD|CURVATURE|7942,88|21
17|KOR|CURVATURE|18658,34|415
12|USD|CURVATURE|11017,64|142
7|CAD|CURVATURE|19639,31|729
75|EUR|DELTA|-7919,86|802
44|CHF|DELTA|13617,97|784
96|GBP|DELTA|6440,99|696
19|JPY|DELTA|-6607,76|542
62|JPY|DELTA|17506,19|853
39|CHF|DELTA|-20,59|330
8|EUR|DELTA|-798,25|697
58|EUR|CURVATURE|19990,40|78
43|JPY|DELTA|8250,87|867
11|EUR|CURVATURE|5379,45|169
92|JPY|DELTA|-8190,70|341
48|EUR|DELTA|-4542,95|771
19|JPY|DELTA|15596,59|473
55|CAD|DELTA|5516,38|259
60|EUR|DELTA|14617,47|466
16|USD|DELTA|12033,43|685
85|CHF|DELTA|2955,19|563
41|EUR|DELTA|-9126,22|626
14|USD|DELTA|17137,54|972
67|ZAR|DELTA|6836,84|569
26|JPY|DELTA|-976,37|59
67|CHF|DELTA|17093,79|140
56|CHF|CURVATURE|9921,36|200
21|USD|DELTA|14378,21|776
70|CAD|DELTA|-2793,41|728
29|GBP|DELTA|-7740,92|985
25|CAD|DELTA|3649,85|397
32|KOR|DELTA|-6599,79|652
88|CHF|DELTA|17135,78|583
79|CAD|DELTA|3668,52|182
27|GBP|DELTA|-5251,98|295
87|ZAR|DELTA|11416,94|749
17|KOR|DELTA|9144,88|516
7|CHF|DELTA|10705,41|977
64|JPY|CURVATURE|1720,37|336
79|CAD|CURVATURE|12943,68|841
95|GBP|DELTA|14776,23|67
29|KOR|CURVATURE|19098,24|953
14|CHF|DELTA|13461,41|366
78|CHF|DELTA|9700,16|250
84|GBP|CURVATURE|15799,10|667
98|ZAR|DELTA|5262,70|9
15|USD|DELTA|43,81|418
84|KOR|CURVATURE|13052,96|413
35|USD|DELTA|-9188,12|225
61|JPY|DELTA|17489,69|164
93|KOR|DELTA|17922,47|772
73|EUR|DELTA|-9366,96|18
3|JPY|CURVATURE|12279,04|689
13|EUR|DELTA|3507,88|309
40|ZAR|CURVATURE|5115,52|652
26|ZAR|CURVATURE|421,24|198
27|CAD|CURVATURE|7821,35|94
24|ZAR|DELTA|-8599,53|579
35|EUR|DELTA|-2265,69|726
60|JPY|DELTA|6640,19|532
62|KOR|DELTA|7731,26|618
50|ZAR|DELTA|-7005,42|49
4|USD|DELTA|7231,90|136
96|KOR|DELTA|-7477,28|583
96|EUR|DELTA|16028,02|413
6|CAD|DELTA|-4332,41|801
28|KOR|DELTA|17925,65|844
25|CAD|DELTA|15447,58|718
86|KOR|DELTA|14895,59|282
70|CAD|DELTA|28,93|260
94|USD|DELTA|-3277,84|978
57|EUR|CURVATURE|10039,98|814
35|EUR|DELTA|2063,95|818
41|JPY|CURVATURE|17136,32|840
29|GBP|DELTA|1533,60|248
11|USD|DELTA|14629,95|246
41|CAD|DELTA|7598,01|260
49|CHF|DELTA|19794,84|620
35|ZAR|DELTA|-8377,64|669
18|CHF|DELTA|15943,57|226
2|KOR|DELTA|-9349,26|163
34|CHF|CURVATURE|18062,74|711
92|CAD|DELTA|2046,66|584
77|USD|CURVATURE|-3927,80|179
59|KOR|DELTA|8015,91|939
97|USD|DELTA|9352,14|470
36|GBP|DELTA|15502,60|402
83|KOR|DELTA|14622,26|315
79|ZAR|DELTA|4783,12|487
98|CAD|DELTA|8463,42|496
99|GBP|DELTA|8168,89|576
98|CHF|DELTA|-2506,96|997
97|GBP|CURVATURE|-6948,42|364
48|ZAR|DELTA|12531,19|602
47|CHF|DELTA|1658,39|70
13|EUR|DELTA|-8037,67|785
82|JPY|DELTA|7501,38|474
17|JPY|CURVATURE|10185,71|588
86|USD|DELTA|10866,17|965
53|USD|DELTA|-4320,35|273
42|CAD|DELTA|6649,94|790
14|ZAR|DELTA|13247,20|693
93|USD|DELTA|-2622,97|932
65|KOR|DELTA|14774,48|970
71|USD|DELTA|5838,35|406
43|CHF|DELTA|-7028,00|68
48|EUR|DELTA|-9844,48|964
98|CHF|CURVATURE|-6418,62|493
17|GBP|CURVATURE|2396,41|136
79|JPY|CURVATURE|-8742,21|435
95|KOR|DELTA|-509,88|193
40|EUR|DELTA|5466,68|270
39|EUR|DELTA|-4972,84|948
20|EUR|DELTA|-9708,48|427
66|JPY|DELTA|-3401,63|575
62|EUR|DELTA|911,30|835
94|GBP|CURVATURE|-1769,10|732
91|KOR|DELTA|1887,35|704
42|JPY|DELTA|19922,88|965
38|CHF|DELTA|5361,38|500
57|KOR|DELTA|-1444,58|303
89|CAD|DELTA|10212,93|83
79|KOR|DELTA|-41,17|395
61|CAD|DELTA|5403,81|880
89|KOR|DELTA|-7386,25|73
34|GBP|CURVATURE|18741,29|357
31|CHF|DELTA|-2548,55|382
93|KOR|DELTA|7555,65|296
7|ZAR|DELTA|17151,98|526
95|CHF|CURVATURE|-5908,68|407
6|KOR|DELTA|-5012,34|765
33|EUR|DELTA|9376,82|554
81|ZAR|DELTA|-1020,26|472
29|GBP|DELTA|5934,08|478
15|USD|CURVATURE|19378,96|815
47|CAD|CURVATURE|7722,52|971
29|USD|DELTA|7292,05|76
33|ZAR|DELTA|-6657,09|216
70|KOR|DELTA|-8206,77|388
65|JPY|DELTA|3746,94|811
14|CAD|CURVATURE|-7184,08|816
85|CAD|DELTA|3854,09|163
12|ZAR|CURVATURE|4341,40|468
80|CHF|DELTA|-1247,86|467
70|EUR|DELTA|17306,81|866
77|CHF|DELTA|-7918,92|928
26|KOR|DELTA|5760,00|751
27|GBP|DELTA|-853,91|829
53|JPY|CURVATURE|-6800,70|825
88|JPY|DELTA|19988,96|169
64|GBP|CURVATURE|14954,17|808
18|CAD|DELTA|2630,97|293
8|EUR|DELTA|16683,16|415
94|GBP|CURVATURE|10886,86|854
35|EUR|DELTA|19475,87|9
62|CAD|DELTA|1288,05|730
17|ZAR|DELTA|-1869,68|512
5|USD|DELTA|3834,80|15
72|EUR|DELTA|6510,28|588
61|EUR|DELTA|457,71|607
79|ZAR|DELTA|11639,90|841
36|KOR|DELTA|-5512,33|317
70|CHF|CURVATURE|16628,95|146
86|ZAR|DELTA|5233,24|111
85|EUR|DELTA|10498,06|757
47|GBP|DELTA|12412,66|364
11|USD|DELTA|15441,06|446
32|CHF|CURVATURE|18994,16|812
55|EUR|DELTA|-2434,10|807
42|CHF|DELTA|13617,49|565
56|ZAR|DELTA|15335,03|563
93|CHF|DELTA|700,31|880
77|JPY|CURVATURE|9013,06|175
17|CAD|DELTA|-9584,18|772
22|USD|DELTA|-1249,51|315
15|CHF|DELTA|9649,58|343
18|EUR|DELTA|-3593,42|671
30|EUR|CURVATURE|-1168,01|685
47|CAD|DELTA|5856,40|439
74|JPY|DELTA|18072,91|204
38|GBP|DELTA|-4056,28|695
20|USD|DELTA|6511,16|128
43|CAD|DELTA|13133,88|137
45|ZAR|DELTA|3296,96|503
55|GBP|CURVATURE|14584,29|420
36|GBP|DELTA|1552,09|971
19|CAD|DELTA|5173,19|478
4|ZAR|DELTA|12250,09|536
78|KOR|CURVATURE|-9007,69|552
41|USD|DELTA|-5181,79|372
3|CAD|DELTA|19992,01|613
75|ZAR|DELTA|11819,69|531
65|ZAR|DELTA|4538,79|181
18|KOR|DELTA|5109,31|454
17|KOR|DELTA|-1632,01|916
38|GBP|DELTA|18988,74|51
70|JPY|DELTA|-1853,67|578
91|KOR|DELTA|8089,20|328
6|JPY|DELTA|-9948,50|989
8|GBP|DELTA|-5213,10|258
30|CAD|DELTA|10473,60|356
64|USD|DELTA|-3933,56|548
99|USD|DELTA|-5715,19|888
31|CHF|DELTA|5886,54|956
56|JPY|DELTA|9841,36|2
86|KOR|DELTA|16613,63|726
73|CAD|DELTA|-1197,44|100
94|USD|DELTA|7156,14|31
20|USD|DELTA|-3605,73|686
62|ZAR|DELTA|-6413,15|34
51|USD|DELTA|10423,23|524
70|CHF|DELTA|17653,93|483
75|CAD|DELTA|271,20|170
20|JPY|DELTA|4370,80|747
35|JPY|DELTA|11464,86|175
28|ZAR|CURVATURE|-8598,38|771
22|KOR|CURVATURE|2024,40|797
95|KOR|DELTA|12126,01|814
67|GBP|DELTA|19528,75|396
88|JPY|DELTA|-7176,72|561
75|JPY|DELTA|17181,31|859
24|ZAR|DELTA|11453,57|674
60|GBP|DELTA|-6307,46|131
73|KOR|DELTA|4966,63|330
12|CAD|DELTA|19685,47|17
4|ZAR|DELTA|218,52|170
30|EUR|DELTA|17840,24|164
92|JPY|CURVATURE|16544,11|447
73|CAD|DELTA|8981,45|124
52|USD|DELTA|19287,11|484
91|USD|CURVATURE|1729,28|354
31|ZAR|DELTA|1438,45|526
8|JPY|DELTA|12726,29|527
15|USD|DELTA|15634,23|451
32|GBP|DELTA|-7544,58|540
22|EUR|DELTA|11612,34|833
2|USD|DELTA|-8486,51|824
8|ZAR|CURVATURE|2665,71|456
25|USD|DELTA|3224,49|196
13|KOR|DELTA|1344,23|513
75|CHF|DELTA|-6411,87|153
23|CAD|CURVATURE|4676,78|440
14|CAD|DELTA|-7224,69|942
34|KOR|DELTA|7382,36|201
19|EUR|CURVATURE|-3689,72|302
10|JPY|CURVATURE|131,36|136
27|GBP|DELTA|-2578,73|677
74|CHF|DELTA|-4033,73|375
83|GBP|DELTA|-2908,66|321
87|JPY|DELTA|898,04|811
14|CAD|DELTA|8488,62|441
66|USD|DELTA|3710,22|437
9|GBP|DELTA|-318,42|838
83|JPY|DELTA|1717,46|227
5|USD|DELTA|-9072,58|140
46|GBP|DELTA|15075,21|83
13|JPY|DELTA|2029,54|9
64|CAD|DELTA|6001,84|421
59|ZAR|DELTA|-5943,01|857
36|CAD|DELTA|14576,33|988
68|USD|DELTA|9462,90|847
87|KOR|CURVATURE|580,99|262
57|ZAR|DELTA|-7219,82|837
48|CAD|DELTA|16979,43|222
77|KOR|DELTA|11657,19|726
2|KOR|DELTA|-6789,43|362
51|EUR|CURVATURE|-2837,99|150
64|CAD|DELTA|13536,23|66
73|USD|DELTA|13763,34|972
44|GBP|DELTA|-7453,25|104
74|ZAR|CURVATURE|-9984,28|689
82|JPY|DELTA|16789,21|122
16|GBP|DELTA|1156,52|828
62|GBP|DELTA|867,87|11
99|USD|DELTA|-3925,00|420
48|EUR|CURVATURE|-9352,28|678
68|CHF|DELTA|13548,15|507
18|CHF|CURVATURE|15087,01|642
70|USD|DELTA|-7545,57|705
34|CAD|DELTA|6294,02|295
40|CAD|DELTA|17669,84|718
42|GBP|DELTA|-8448,95|511
31|ZAR|DELTA|18410,37|180
2|USD|DELTA|8022,95|505
11|ZAR|DELTA|8392,15|821
65|USD|DELTA|-5240,04|249
64|EUR|DELTA|2912,73|804
32|CHF|DELTA|6351,44|310
83|CAD|CURVATURE|5983,02|725
20|ZAR|DELTA|-533,46|407
71|CAD|DELTA|11223,73|723
57|USD|DELTA|-1346,23|883
94|GBP|DELTA|-7760,16|718
52|ZAR|DELTA|19630,54|816
34|ZAR|DELTA|16552,53|20
51|KOR|CURVATURE|186,13|524
53|CAD|DELTA|-9553,83|733
37|USD|CURVATURE|16401,89|371
68|ZAR|DELTA|19915,42|732
89|GBP|DELTA|-9341,13|428
91|CAD|CURVATURE|-6491,87|895
97|ZAR|CURVATURE|10696,99|491
18|CHF|DELTA|10579,14|340
48|KOR|CURVATURE|13497,19|284
93|ZAR|DELTA|-8782,51|835
93|CHF|DELTA|4007,69|257
17|EUR|CURVATURE|10900,53|457
97|CHF|DELTA|6601,06|51
17|CAD|DELTA|-8632,27|937
12|CAD|DELTA|-6153,48|400
44|KOR|DELTA|12998,69|648
61|CAD|CURVATURE|14772,51|516
21|CAD|CURVATURE|-9583,90|583
34|KOR|DELTA|7682,92|908
93|ZAR|DELTA|506,43|117
68|USD|DELTA|5023,26|404
3|CAD|DELTA|-2461,01|517
30|GBP|DELTA|-8636,35|976
99|JPY|DELTA|16645,89|530
41|CAD|CURVATURE|6708,43|845
71|KOR|DELTA|1269,90|617
24|EUR|DELTA|-5162,87|454
17|EUR|DELTA|-9941,45|352
1|ZAR|DELTA|-1148,55|18
18|GBP|DELTA|438,25|729
46|JPY|DELTA|-485,39|703
70|CHF|DELTA|-7806,85|912
57|JPY|CURVATURE|-2866,78|620
84|ZAR|DELTA|844,42|746
62|ZAR|DELTA|7802,85|23
93|EUR|DELTA|-5384,51|859
66|EUR|DELTA|12813,22|636
94|KOR|DELTA|16010,56|729
14|CHF|DELTA|16231,12|361
31|CAD|DELTA|-8648,07|783
20|USD|DELTA|-4667,29|518
9|USD|DELTA|4438,41|760
80|USD|CURVATURE|-828,24|107
7|CAD|DELTA|10314,39|574
29|CHF|DELTA|-479,81|549
27|KOR|DELTA|17084,82|113
67|JPY|DELTA|417,28|117
42|CAD|DELTA|8977,27|485
10|USD|DELTA|7176,64|597
7|USD|DELTA|-2767,61|538
13|USD|DELTA|14827,95|21
66|USD|DELTA|12787,43|1
65|USD|DELTA|-8637,13|915
65|GBP|DELTA|587,04|697
66|EUR|DELTA|11902,63|29
96|EUR|DELTA|286,54|301
98|KOR|DELTA|9944,10|954
86|EUR|CURVATURE|16275,81|242
51|GBP|DELTA|17451,78|158
26|KOR|CURVATURE|-3389,58|562
40|GBP|DELTA|-7133,73|349
19|USD|CURVATURE|9447,99|650
91|JPY|CURVATURE|8565,12|796
31|EUR|DELTA|6903,17|348
8|GBP|DELTA|15246,51|386
94|EUR|DELTA|-6601,03|663
6|CHF|DELTA|767,80|13
27|ZAR|DELTA|13244,48|90
35|USD|DELTA|-4345,19|307
34|EUR|DELTA|-6459,13|119
17|CHF|DELTA|14647,33|854
67|EUR|DELTA|-7063,58|998
33|CAD|CURVATURE|5946,50|683
47|KOR|DELTA|-2864,44|1
43|EUR|DELTA|2310,07|169
45|USD|DELTA|-7568,32|796
42|JPY|CURVATURE|-4325,09|28
23|USD|DELTA|1485,15|802
54|GBP|CURVATURE|1789,28|123
79|ZAR|DELTA|19808,16|317
43|EUR|CURVATURE|-9528,70|469
81|EUR|DELTA|19241,71|642
77|CAD|DELTA|19978,39|710
22|KOR|CURVATURE|9505,57|369
64|ZAR|DELTA|19823,69|49
49|KOR|DELTA|2652,37|141
45|JPY|DELTA|1801,41|1
88|JPY|CURVATURE|16037,42|262
20|EUR|DELTA|5418,93|713
60|CHF|DELTA|18897,59|739
27|EUR|CURVATURE|-4841,13|766
30|JPY|DELTA|18577,62|22
78|KOR|DELTA|-3367,75|568
97|ZAR|DELTA|-3790,03|32
34|GBP|DELTA|17701,12|454
20|JPY|DELTA|-4306,14|634
98|KOR|DELTA|-5144,33|328
47|CAD|DELTA|15177,39|622
59|USD|CURVATURE|2682,26|141
96|KOR|DELTA|-939,62|644
63|EUR|DELTA|3151,99|180
88|EUR|DELTA|-8461,02|276
62|KOR|DELTA|-2963,73|243
95|CHF|DELTA|-3269,03|6
31|CHF|CURVATURE|12203,22|476
51|ZAR|CURVATURE|-4126,26|366
97|EUR|CURVATURE|15393,51|243
80|ZAR|DELTA|488,43|397
98|JPY|CURVATURE|17692,25|739
15|ZAR|CURVATURE|-8138,46|155
51|USD|DELTA|19019,09|660
37|ZAR|DELTA|7909,93|129
77|KOR|DELTA|-1885,87|504
7|CAD|CURVATURE|18262,33|58
66|ZAR|DELTA|-1394,07|765
77|CHF|DELTA|-1902,01|356
72|ZAR|DELTA|-4441,98|388
98|GBP|DELTA|414,26|826
80|KOR|DELTA|14494,00|334
92|CAD|DELTA|10525,20|552
5|JPY|DELTA|15233,69|624
21|ZAR|DELTA|14892,91|551
74|CHF|CURVATURE|17213,45|823
8|USD|DELTA|19126,08|104
69|EUR|CURVATURE|12435,75|1
13|CHF|DELTA|16003,20|462
70|CAD|CURVATURE|-4737,29|940
30|EUR|DELTA|-1357,43|441
33|USD|DELTA|-1753,05|758
29|GBP|DELTA|-5007,65|782
83|EUR|CURVATURE|15734,43|512
3|KOR|CURVATURE|17290,30|334
26|USD|DELTA|17576,10|580
11|KOR|DELTA|-7723,43|306
24|KOR|DELTA|6790,02|907
51|USD|DELTA|-939,22|830
73|USD|DELTA|5109,17|175
18|GBP|DELTA|19565,90|924
16|CAD|DELTA|19060,40|86
89|ZAR|DELTA|410,04|879
60|KOR|DELTA|6421,72|367
50|USD|CURVATURE|12551,00|75
84|CAD|DELTA|15813,84|433
15|CHF|DELTA|-292,37|813
46|EUR|DELTA|12858,20|820
25|ZAR|DELTA|-4217,54|951
70|CAD|DELTA|9183,14|218
61|JPY|DELTA|-6369,90|743
32|CHF|CURVATURE|19828,84|678
10|EUR|DELTA|9527,35|376
31|CHF|CURVATURE|11882,84|412
81|JPY|CURVATURE|2681,36|386
57|CHF|DELTA|18907,15|493
11|EUR|DELTA|3729,90|396
83|CHF|CURVATURE|673,71|50
56|JPY|DELTA|-1792,28|7
73|CAD|DELTA|14530,72|755
39|CAD|DELTA|16731,95|72
98|CHF|DELTA|9345,05|97
18|JPY|DELTA|5648,50|951
98|CHF|DELTA|16215,96|240
66|CHF|CURVATURE|16126,23|365
41|JPY|DELTA|5186,66|981
96|GBP|CURVATURE|-6676,18|732
9|CAD|CURVATURE|16991,77|134
83|CAD|CURVATURE|-3980,76|771
98|KOR|DELTA|3811,10|576
18|USD|DELTA|-7191,19|711
75|GBP|DELTA|18240,06|638
12|USD|DELTA|9072,72|105
10|USD|DELTA|2762,93|419
63|EUR|DELTA|5879,55|227
51|CAD|CURVATURE|-9699,48|300
78|CHF|DELTA|2971,82|856
92|ZAR|DELTA|4615,23|396
24|JPY|DELTA|-5861,40|443
91|CAD|CURVATURE|17054,80|841
80|EUR|DELTA|-565,19|668
81|GBP|DELTA|15205,01|924
3|CAD|DELTA|10738,97|258
33|CHF|DELTA|-8750,00|668
7|JPY|DELTA|19533,71|745
18|CHF|DELTA|2297,76|921
75|KOR|DELTA|9123,04|388
39|CHF|DELTA|5553,86|545
6|GBP|DELTA|1936,71|496
17|EUR|CURVATURE|-5702,49|486
87|CAD|DELTA|1378,81|116
26|USD|CURVATURE|2253,92|136
54|KOR|DELTA|-9287,19|289
92|USD|DELTA|7632,35|254
3|CAD|DELTA|18688,63|255
69|KOR|DELTA|-7879,65|264
62|CHF|DELTA|-3444,27|937
41|CAD|DELTA|-4853,08|861
86|JPY|DELTA|8406,32|610
45|EUR|DELTA|247,14|735
20|JPY|DELTA|9688,56|506
43|KOR|DELTA|6221,45|797
31|GBP|DELTA|16546,60|554
58|ZAR|DELTA|3668,71|556
15|CHF|DELTA|4302,27|38
43|EUR|DELTA|2413,71|197
13|ZAR|DELTA|906,07|382
46|JPY|DELTA|-7781,22|165
55|CAD|DELTA|3160,69|62
13|USD|DELTA|10183,47|801
95|CHF|CURVATURE|-1341,60|785
78|KOR|DELTA|-9543,86|109
74|CAD|CURVATURE|16971,25|134
54|JPY|DELTA|14710,38|387
41|CHF|DELTA|3076,68|128
63|CHF|CURVATURE|-5473,54|203
43|JPY|DELTA|16274,95|167
67|CHF|DELTA|5955,04|460
60|USD|DELTA|7033,90|176
32|CHF|DELTA|3561,86|804
82|CAD|DELTA|13951,18|47
24|EUR|DELTA|9938,78|877
44|USD|CURVATURE|16118,38|618
43|EUR|DELTA|640,17|286
47|GBP|DELTA|13961,84|840
7|KOR|DELTA|-5268,16|406
86|CHF|DELTA|1573,53|992
35|USD|CURVATURE|3432,58|184
59|CHF|DELTA|6676,52|947
32|CHF|DELTA|-8159,69|866
60|KOR|DELTA|2832,41|604
65|EUR|DELTA|19464,08|762
75|CHF|DELTA|13024,23|690
25|CHF|DELTA|-428,61|679
11|GBP|DELTA|1165,15|645
42|USD|DELTA|15392,79|940
91|ZAR|DELTA|-1190,47|164
68|KOR|DELTA|-4467,81|117
3|GBP|DELTA|19893,10|990
80|KOR|DELTA|3884,80|601
61|CAD|DELTA|16809,81|649
95|CAD|DELTA|10681,30|491
19|USD|DELTA|12746,61|80
34|ZAR|DELTA|5518,13|339
39|CAD|CURVATURE|-2262,63|515
98|USD|DELTA|-2696,53|834
75|KOR|DELTA|-9746,34|883
70|KOR|CURVATURE|6694,54|559
36|EUR|DELTA|11804,37|344
87|CAD|DELTA|-2083,69|388
28|CAD|DELTA|-5455,03|192
42|CAD|DELTA|-2229,59|709
94|CHF|DELTA|10470,40|942
97|JPY|DELTA|11444,12|314
52|ZAR|DELTA|-4353,50|368
39|JPY|DELTA|8537,56|97
51|KOR|DELTA|-7018,32|13
1|ZAR|DELTA|7007,76|630
9|EUR|CURVATURE|17203,26|256
55|CAD|DELTA|792,65|406
28|USD|DELTA|-5472,21|513
93|GBP|CURVATURE|4380,54|315
39|JPY|DELTA|-3360,79|149
84|ZAR|DELTA|10028,41|542
89|USD|DELTA|-7753,85|159
9|ZAR|DELTA|3548,65|864
14|CHF|DELTA|14005,74|605
48|CHF|DELTA|10262,58|874
85|CAD|DELTA|11896,12|77
83|ZAR|DELTA|13891,16|381
11|CHF|DELTA|-4793,09|393
87|GBP|CURVATURE|-2309,71|291
51|USD|DELTA|1804,01|356
47|CHF|DELTA|6257,96|441
99|ZAR|DELTA|18912,71|54
18|KOR|CURVATURE|203,02|733
35|CHF|CURVATURE|1647,11|138
2|USD|DELTA|-1324,65|540
20|JPY|DELTA|12282,08|406
58|JPY|DELTA|862,15|42
14|CHF|DELTA|-8200,99|889
53|JPY|DELTA|8547,61|941
45|ZAR|DELTA|-1384,46|786
17|JPY|DELTA|4147,72|989
79|CAD|CURVATURE|4300,35|749
41|CAD|CURVATURE|1049,16|114
88|EUR|DELTA|10242,71|997
84|JPY|DELTA|14222,72|360
9|ZAR|DELTA|19048,60|153
87|CHF|CURVATURE|4915,35|751
15|ZAR|DELTA|12323,19|726
33|EUR|DELTA|4560,82|818
77|GBP|DELTA|-1483,11|457
73|KOR|DELTA|13041,38|582
52|JPY|DELTA|17799,76|651
1|JPY|DELTA|18080,17|67
51|EUR|CURVATURE|11216,56|977
66|GBP|DELTA|-3812,71|766
17|GBP|DELTA|490,86|599
36|CHF|DELTA|16408,67|514
38|ZAR|CURVATURE|18209,78|620
22|EUR|DELTA|-6336,73|711
11|GBP|CURVATURE|2244,88|857
66|JPY|CURVATURE|6075,60|236
24|CHF|DELTA|18257,83|328
85|JPY|DELTA|5133,20|557
50|CAD|DELTA|11201,93|195
5|JPY|DELTA|8282,26|538
81|EUR|DELTA|-4342,60|644
61|GBP|DELTA|12625,39|401
95|KOR|DELTA|1519,19|235
6|USD|DELTA|-2550,98|822
99|CAD|DELTA|-9528,19|22
37|USD|DELTA|-8521,69|581
48|GBP|DELTA|413,98|553
94|USD|DELTA|1968,71|784
93|ZAR|DELTA|13705,50|929
68|CHF|CURVATURE|-6724,85|965
75|GBP|DELTA|16064,33|286
73|ZAR|CURVATURE|18516,03|173
52|EUR|CURVATURE|9999,71|421
17|EUR|DELTA|12834,84|265
60|GBP|DELTA|-220,11|77
22|JPY|DELTA|8870,34|478
98|KOR|CURVATURE|7643,94|591
41|GBP|CURVATURE|5028,22|795
45|GBP|CURVATURE|7916,37|917
33|USD|CURVATURE|15503,84|958
91|GBP|DELTA|-9897,88|253
3|JPY|DELTA|-4423,25|48
19|EUR|DELTA|13255,00|794
65|USD|DELTA|9169,73|328
32|CAD|DELTA|4844,09|243
60|KOR|CURVATURE|-6932,54|609
81|KOR|DELTA|2003,86|75
59|CAD|DELTA|-1605,06|289
22|ZAR|DELTA|-5947,34|995
38|KOR|DELTA|17181,20|716
97|CAD|DELTA|1201,14|272
6|USD|CURVATURE|7139,12|855
5|CAD|DELTA|17742,71|401
60|JPY|DELTA|582,81|765
51|JPY|DELTA|-7889,30|115
9|KOR|DELTA|2926,93|30
12|KOR|DELTA|-7016,29|505
45|EUR|DELTA|-939,85|604
59|CAD|DELTA|18198,62|910
72|CHF|DELTA|-6507,29|20
66|EUR|DELTA|3258,41|315
28|EUR|DELTA|-3674,61|316
4|KOR|DELTA|-8535,15|770
29|CHF|DELTA|5396,84|586
15|CHF|DELTA|19519,96|803
70|GBP|DELTA|-3594,59|503
31|KOR|DELTA|8276,98|614
50|KOR|DELTA|13180,23|545
21|JPY|DELTA|9226,45|256
64|ZAR|DELTA|17749,45|787
98|EUR|DELTA|5413,97|832
74|ZAR|DELTA|-7581,44|687
98|USD|DELTA|1536,04|204
21|EUR|DELTA|-929,20|355
73|ZAR|DELTA|-1224,45|66
72|GBP|DELTA|4520,22|598
63|USD|DELTA|5938,01|590
56|EUR|CURVATURE|-2484,50|872
37|GBP|DELTA|11148,58|895
71|JPY|CURVATURE|5281,64|928
54|CHF|DELTA|7873,85|209
49|KOR|DELTA|-4985,36|62
23|JPY|DELTA|1544,68|102
9|EUR|DELTA|13071,51|699
12|EUR|DELTA|18369,71|167
53|GBP|CURVATURE|-1371,90|501
91|GBP|DELTA|6934,09|798
52|CHF|DELTA|16059,95|91
92|KOR|DELTA|-4644,27|843
93|USD|DELTA|5326,17|998
26|JPY|DELTA|17698,63|932
9|KOR|CURVATURE|11141,24|22
79|CAD|DELTA|12189,34|828
51|CAD|DELTA|981,71|2
78|CHF|DELTA|-9187,71|610
23|CHF|CURVATURE|10118,75|512
65|JPY|DELTA|13929,35|360
89|CHF|CURVATURE|17359,19|57
92|USD|DELTA|9630,98|176
78|CHF|DELTA|1327,94|467
6|ZAR|DELTA|14123,88|103
16|ZAR|CURVATURE|9588,04|298
88|GBP|DELTA|6233,46|280
70|CHF|DELTA|-2831,60|37
59|KOR|DELTA|4280,21|480
97|GBP|DELTA|19996,52|295
43|USD|DELTA|11503,64|958
88|JPY|CURVATURE|9998,11|169
31|CHF|CURVATURE|-5224,47|359
7|ZAR|DELTA|2258,43|353
88|CAD|DELTA|9579,92|316
8|CAD|DELTA|10513,34|289
41|KOR|DELTA|9747,77|615
20|KOR|CURVATURE|-7431,38|547
22|JPY|DELTA|16920,22|577
38|CAD|DELTA|4094,65|309
93|KOR|DELTA|9471,84|997
87|EUR|DELTA|-7985,44|329
53|CHF|CURVATURE|12042,03|99
97|CAD|DELTA|11644,68|321
64|GBP|DELTA|11881,10|721
99|JPY|DELTA|6449,74|552
93|EUR|DELTA|9994,82|436
36|KOR|DELTA|12175,69|398
79|EUR|DELTA|-9764,10|463
23|GBP|DELTA|7000,98|145
86|CAD|DELTA|-4192,48|702
